commit type,hunks count
Normal,2
Normal,1
Normal,12
Normal,6
Normal,1
Normal,1
Normal,2
Normal,2
Multi-lang,5
Multi-lang,10
Normal,1
Normal,2
Normal,1
Normal,1
Normal,1
Normal,1
Normal,18
Normal,1
Normal,3
Normal,1
Normal,18
Normal,1
Normal,1
Normal,4
Normal,1
Normal,4
Multi-lang,8
Normal,1
Normal,3
Normal,4
Normal,2
Normal,2
Normal,2
Normal,1
Normal,2
Normal,1
Normal,2
Normal,1
Normal,1
Normal,3
Normal,1
Normal,1
Normal,1
Normal,2
Normal,2
Normal,2
Normal,50
Normal,3
Normal,1
Normal,1
Normal,1
Normal,5
Normal,3
Normal,1
Normal,3
Normal,7
Normal,5
Multi-lang,15
Normal,1
Normal,1
Normal,0
Normal,0
Normal,1
Normal,1
Normal,1
Multi-lang,22
Multi-lang,25
Normal,10
Normal,4
Normal,3
Normal,2
Normal,1
Normal,1
Normal,44
Multi-lang,4
Multi-lang,6
Normal,5
Normal,1
Normal,6
Multi-lang,266
Normal,17
Normal,4
Normal,4
Normal,1
Multi-lang,49
Normal,1
Normal,2
Normal,2
Normal,4
Normal,6
Normal,1
Normal,4
Normal,1
Normal,1
Normal,1
Normal,22
Normal,13
Normal,11
Normal,6
Normal,1
Normal,1
Normal,2
Normal,7
Normal,3
Normal,1
Normal,2
Normal,0
Normal,3
Normal,1
Normal,3
Normal,13
Normal,13
Normal,6
Normal,3
Normal,1
Normal,3
Normal,5
Normal,12
Normal,2
Normal,5
Normal,4
Normal,1
Normal,1
Normal,1
Normal,9
Normal,1
Normal,2
Normal,3
Normal,5
Normal,5
Normal,1
Normal,1
Normal,2
Normal,1
Normal,2
Normal,2
Normal,13
Normal,3
Normal,1
Normal,1
Normal,1
Normal,3
Normal,16
Normal,1
Normal,2
Normal,2
Normal,3
Normal,8
Normal,1
Normal,1
Normal,2
Multi-lang,4
Normal,1
Multi-lang,15
Normal,2
Normal,1
Normal,1
Multi-lang,9
Normal,1
Normal,2
Multi-lang,77
Normal,2
Normal,3
Normal,5
Normal,1
Normal,4
Normal,2
Multi-lang,14
Normal,2
Normal,0
Normal,1
Normal,1
Normal,1
Normal,4
Normal,4
Multi-lang,198
Normal,1
Normal,2
Normal,2
Normal,1
Normal,1
Normal,1
Normal,3
Normal,5
Normal,7
Normal,10
Normal,3
Normal,1
Multi-lang,14
Normal,1
Normal,3
Normal,1
Normal,4
Normal,0
Normal,1
Normal,1
Normal,11
Normal,1
Normal,3
Normal,20
Normal,3
Normal,11
Normal,21
Normal,1
Normal,3
Normal,2
Normal,1
Normal,3
Normal,1
Normal,3
Normal,1
Normal,1
Normal,3
Normal,1
Normal,11
Normal,2
Normal,1
Normal,1
Normal,9
Normal,12
Normal,3
Normal,18
Normal,1
Multi-lang,2
Normal,2
Normal,2
Normal,10
Normal,3
Normal,1
Normal,1
Normal,1
Normal,1
Normal,0
Normal,1
Normal,1
Normal,1
Normal,2
Normal,2
Normal,22
Normal,1
Normal,4
Normal,1
Normal,1
Multi-lang,5
Normal,1
Multi-lang,53
Multi-lang,2
Normal,1
Normal,2
Normal,7
Normal,1
Normal,12
Normal,2
Normal,20
Normal,0
Normal,1
Normal,14
Normal,1
Multi-lang,19
Normal,2
Multi-lang,32
Multi-lang,5
Normal,1
Normal,1
Normal,2
Normal,1
Multi-lang,37
Normal,1
Multi-lang,15
Normal,1
Normal,2
Multi-lang,6
Multi-lang,2
Multi-lang,12
Normal,1
Normal,8
Normal,2
Normal,1
Normal,5
Multi-lang,53
Normal,4
Normal,2
Multi-lang,6
Normal,1
Normal,3
Normal,3
Normal,1
Normal,1
Normal,1
Normal,3
Normal,3
Normal,3
Normal,1
Normal,1
Normal,1
Normal,1
Normal,2
Normal,2
Multi-lang,28
Normal,5
Normal,1
Multi-lang,20
Normal,1
Normal,3
Normal,1
Normal,12
Normal,3
Normal,1
Normal,1
Normal,1
Normal,1
Multi-lang,7
Multi-lang,17
Normal,3
Normal,1
Normal,23
Normal,1
Normal,17
Normal,4
Normal,1
Multi-lang,14
Normal,1
Multi-lang,37
Normal,3
Normal,15
Normal,1
Normal,1
Normal,1
Multi-lang,10
Multi-lang,2
Multi-lang,21
Normal,1
Normal,4
Multi-lang,21
Normal,3
Normal,5
Normal,42
Normal,1
Multi-lang,33
Normal,1
Normal,18
Normal,2
Normal,2
Normal,3
Normal,4
Normal,3
Normal,11
Normal,7
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,8
Multi-lang,7
Multi-lang,4
Multi-lang,3
Normal,1
Normal,9
Normal,1
Normal,15
Normal,1
Normal,5
Normal,7
Normal,2
Normal,9
Normal,3
Normal,20
Normal,4
Normal,1
Normal,1
Normal,1
Multi-lang,235
Normal,6
Normal,1
Normal,13
Multi-lang,2
Normal,3
Normal,4
Normal,7
Normal,2
Normal,1
Normal,3
Multi-lang,9
Multi-lang,3
Normal,1
Normal,1
Multi-lang,9
Normal,2
Normal,1
Normal,3
Normal,1
Normal,2
Multi-lang,7
Normal,68
Multi-lang,15
Multi-lang,205
Multi-lang,8
Normal,196
Multi-lang,196
Normal,196
Multi-lang,191
Normal,0
Normal,0
Normal,0
Normal,305
Normal,1
Multi-lang,3
Multi-lang,3
Normal,6
Normal,4
Normal,1
Normal,1
Normal,1
Normal,1
Normal,4
Normal,1
Normal,1
Multi-lang,19
Normal,3
Normal,5
Normal,3
Normal,1
Normal,3
Normal,1
Multi-lang,36
Normal,8
Multi-lang,5
Normal,0
Normal,5
Normal,1
Multi-lang,28
Normal,5
Normal,1
Multi-lang,2
Normal,1
Normal,1
Normal,1
Multi-lang,6
Normal,2
Normal,5
Multi-lang,2
Normal,1
Multi-lang,12
Multi-lang,21
Multi-lang,5
Normal,1
Normal,1
Normal,1
Normal,2
Normal,2
Normal,2
Normal,1
Multi-lang,2
Normal,3
Normal,1
Normal,1
Normal,10
Normal,1
Normal,3
Normal,4
Normal,1
Normal,1
Normal,4
Normal,1
Normal,0
Normal,2
Normal,1
Normal,2
Normal,1
Normal,2
Normal,1
Normal,1
Normal,2
Normal,2
Normal,3
Multi-lang,3
Normal,1
Normal,4
Normal,5
Normal,245
Normal,245
Normal,2
Normal,3
Normal,3
Normal,1
Normal,3
Normal,2
Normal,1
Normal,5
Normal,1
Normal,1
Normal,1
Multi-lang,17
Multi-lang,3
Multi-lang,3
Normal,4
Multi-lang,4
Multi-lang,8
Normal,3
Normal,1
Multi-lang,22
Normal,0
Multi-lang,9
Normal,1
Normal,1
Multi-lang,3
Normal,2
Normal,1
Normal,2
Normal,1
Normal,1
Normal,1
Normal,3
Normal,5
Normal,1
Normal,2
Normal,3
Normal,1
Normal,1
Normal,1
Normal,71
Normal,0
Normal,1
Normal,2
Normal,1
Normal,2
Normal,104
Normal,0
Normal,0
Normal,1
Normal,2
Normal,6
Multi-lang,296
Normal,1
Normal,1
Normal,1
Normal,2
Multi-lang,14
Normal,6
Normal,6
Normal,1
Normal,2
Normal,5
Normal,1
Normal,1
Normal,2
Normal,1
Normal,1
Normal,1
Normal,6
Normal,1
Normal,1
Normal,2
Multi-lang,3
Multi-lang,19
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,2
Normal,1
Normal,1
Normal,1
Normal,2
Normal,2
Normal,1
Normal,2
Normal,2
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,2
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,23
Normal,17
Normal,2
Normal,1
Normal,2
Normal,1
Normal,1
Multi-lang,5
Normal,2
Normal,2
Normal,1
Normal,1
Normal,16
Multi-lang,14
Multi-lang,8
Normal,1
Normal,11
Normal,1
Normal,1
Normal,2
Normal,1
Multi-lang,5
Normal,3
Multi-lang,62
Normal,1
Multi-lang,10
Normal,22
Normal,22
Normal,9
Multi-lang,3
Normal,2
Normal,1
Normal,5
Multi-lang,19
Normal,2
Multi-lang,20
Normal,1
Normal,1
Normal,9
Normal,2
Normal,9
Normal,1
Normal,3
Normal,1
Normal,2
Multi-lang,13
Multi-lang,843
Normal,1
Normal,1
Multi-lang,13
Multi-lang,43
Normal,6
Multi-lang,50
Normal,6
Normal,5
Normal,1
Normal,2
Normal,2
Normal,22
Normal,1
Normal,21
Normal,1
Normal,1
Normal,1
Normal,3
Normal,1
Normal,20
Normal,19
Normal,1
Normal,13
Normal,15
Normal,3
Normal,2
Normal,1
Normal,4
Normal,1
Normal,1
Normal,1
Normal,3
Normal,3
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,2
Normal,3
Normal,1
Normal,1
Normal,1
Normal,2
Normal,10
Normal,1
Normal,3
Normal,1
Normal,5
Normal,3
Normal,460
Normal,458
Normal,11
Normal,4
Normal,10
Normal,1
Normal,12
Normal,9
Normal,10
Normal,1
Normal,2
Normal,1
Multi-lang,6
Normal,1
Multi-lang,10
Normal,2
Normal,1
Multi-lang,6
Normal,1
Multi-lang,10
Multi-lang,4
Multi-lang,48
Normal,2
Normal,8
Normal,2
Normal,6
Normal,1
Normal,2
Normal,1
Normal,13
Normal,3
Normal,1
Normal,1
Normal,4
Normal,1
Normal,4
Normal,1
Multi-lang,4
Normal,2
Normal,6
Multi-lang,9
Normal,27
Normal,1
Normal,14
Normal,6
Normal,1
Normal,1
Normal,2
Normal,4
Normal,1
Normal,4
Multi-lang,11
Normal,1
Multi-lang,41
Normal,1
Normal,1
Normal,1
Normal,8
Multi-lang,39
Normal,1
Normal,1
Normal,1
Normal,2
Normal,22
Normal,22
Normal,14
Normal,13
Normal,9
Normal,1
Normal,29
Normal,1
Multi-lang,17
Normal,3
Normal,2310
Normal,4
Normal,1
Normal,2311
Normal,2310
Multi-lang,27
Normal,4
Normal,215
Normal,214
Multi-lang,39
Normal,39
Multi-lang,4
Normal,35
Normal,2
Normal,32
Normal,66
Normal,3
Normal,1
Normal,4
Multi-lang,22
Normal,10
Multi-lang,6
Normal,6
Normal,1
Normal,18
Normal,3
Normal,4
Normal,12
Normal,7
Normal,4
Normal,4
Normal,11
Normal,1
Normal,11
Normal,3
Normal,5
Normal,6
Normal,6
Normal,1
Multi-lang,8
Normal,52
Normal,4
Multi-lang,57
Multi-lang,57
Normal,1
Multi-lang,29
Normal,1
Normal,1
Normal,0
Normal,52
Normal,4
Normal,2
Normal,10
Multi-lang,20
Normal,16
Normal,4
Multi-lang,28
Normal,3
Multi-lang,11
Normal,3
Multi-lang,57
Multi-lang,42
Normal,2
Normal,1
Multi-lang,5
Multi-lang,51
Normal,2
Normal,11
Normal,2
Normal,1
Normal,2
Normal,2
Multi-lang,7
Normal,1
Multi-lang,15
Multi-lang,10
Normal,2
Normal,1
Multi-lang,22
Normal,2
Normal,22
Normal,1
Normal,1
Normal,15
Normal,14
Normal,1
Normal,1
Normal,3
Multi-lang,4
Multi-lang,9
Multi-lang,53
Normal,3
Normal,2
Multi-lang,28
Normal,1
Normal,53
Normal,5
Normal,6
Multi-lang,24
Multi-lang,55
Multi-lang,31
Normal,1
Normal,1
Normal,1
Normal,2
Normal,1
Normal,1
Normal,1
Normal,10
Normal,1
Multi-lang,56
Normal,4
Normal,5
Normal,52
Normal,2
Normal,50
Multi-lang,7
Multi-lang,44
Normal,2
Normal,9
Normal,4
Normal,1
Normal,1
Multi-lang,45
Normal,1
Normal,4
Normal,1
Normal,2
Normal,4
Normal,5
Normal,4
Normal,4
Multi-lang,32
Normal,4
Normal,1
Normal,2
Normal,3
Normal,20
Normal,1
Normal,19
Normal,2
Normal,1
Normal,1
Multi-lang,73
Multi-lang,18
Multi-lang,96
Normal,1
Normal,11
Normal,1
Normal,7
Normal,9
Normal,2
Normal,1
Normal,2
Multi-lang,50
Normal,2
Normal,1
Normal,2
Multi-lang,23
Normal,5
Multi-lang,47
Multi-lang,6
Multi-lang,4
Multi-lang,62
Normal,1
Normal,2
Normal,2
Normal,41
Normal,1
Multi-lang,28
Multi-lang,24
Normal,9
Multi-lang,12
Multi-lang,10
Normal,7
Multi-lang,26
Normal,1
Normal,16
Normal,35
Normal,2
Normal,8
Multi-lang,35
Normal,46
Normal,3
Normal,4
Normal,17
Normal,5
Normal,2
Normal,23
Normal,22
Normal,3
Normal,1
Normal,1
Multi-lang,15
Multi-lang,9
Normal,6
Multi-lang,30
Multi-lang,45
Normal,2
Multi-lang,20
Multi-lang,54
Normal,10
Normal,3
Normal,4
Multi-lang,14
Multi-lang,21
Multi-lang,14
Multi-lang,4
Multi-lang,11
Normal,5
Multi-lang,6
Normal,14
Multi-lang,22
Multi-lang,136
Normal,103
Multi-lang,67
Multi-lang,43
Normal,5
Normal,4
Multi-lang,918
Normal,41
Normal,16
Multi-lang,10
Normal,56
Multi-lang,11
Multi-lang,889
Normal,832
Multi-lang,30
Multi-lang,34
Normal,1
Normal,8
Multi-lang,30
Multi-lang,795
Normal,783
Normal,6
Normal,11
Normal,789
Multi-lang,785
Normal,3
Normal,784
Normal,1
Normal,2
Multi-lang,17
Multi-lang,5
Normal,9
Multi-lang,772
Normal,750
Normal,1
Normal,3
Normal,6
Multi-lang,47
Normal,727
Normal,726
Multi-lang,63
Normal,2
Normal,650
Normal,13
Normal,712
Multi-lang,70
Multi-lang,658
Normal,11
Normal,10
Normal,1
Normal,6
Normal,648
Multi-lang,26
Normal,7
Normal,1
Normal,623
Normal,621
Multi-lang,110
Normal,10
Normal,16
Normal,3
Multi-lang,551
Normal,1
Normal,550
Normal,1
Multi-lang,542
Normal,1
Normal,2
Normal,1
Normal,514
Normal,513
Normal,1
Normal,513
Normal,5
Normal,513
Normal,1
Normal,691
Normal,25
Normal,141
Normal,11
Normal,9
Normal,1
Normal,4
Multi-lang,101
Normal,7
Multi-lang,23
Normal,1
Normal,7
Normal,6
Multi-lang,170
Multi-lang,82
Normal,166
Normal,1
Normal,1
Normal,1
Normal,1
Normal,152
Multi-lang,16
Normal,3
Multi-lang,141
Normal,23
Multi-lang,36
Normal,20
Multi-lang,76
Normal,4
Normal,1
Normal,47
Normal,1
Multi-lang,31
Multi-lang,29
Multi-lang,2
Normal,6
Multi-lang,79
Normal,119
Normal,1
Normal,25
Normal,22
Normal,3
Normal,22
Normal,16
Normal,2
Normal,8
Normal,2
Normal,1
Multi-lang,54
Normal,3
Normal,2
Multi-lang,9
Normal,2
Normal,1
Normal,37
Normal,417
Normal,417
Normal,17
Normal,1
Normal,1
Normal,1
Normal,21
Normal,3
Normal,133
Normal,5
Normal,130
Normal,9
Normal,6
Multi-lang,115
Normal,0
Normal,9
Normal,8
Normal,1
Normal,1
Normal,1
Normal,1
Multi-lang,31
Normal,1
Normal,1
Normal,1
Multi-lang,17
Multi-lang,55
Normal,7
Multi-lang,79
Multi-lang,24
Multi-lang,81
Multi-lang,61
Normal,3
Normal,1
Normal,5
Multi-lang,46
Multi-lang,36
Normal,2
Normal,1
Normal,1
Normal,2
Normal,10
Normal,1
Multi-lang,16
Multi-lang,25
Normal,3
Normal,22
Multi-lang,8
Normal,95
Normal,12
Normal,94
Normal,1
Normal,86
Normal,84
Multi-lang,84
Normal,2
Multi-lang,138
Multi-lang,135
Normal,1
Normal,1
Normal,2
Normal,837
Normal,1
Normal,97
Normal,0
Multi-lang,797
Normal,649
Normal,1
Normal,2
Normal,650
Multi-lang,650
Normal,604
Multi-lang,23
Multi-lang,47
Normal,4
Normal,1
Normal,1
Normal,1
Normal,3
Normal,1
Normal,192
Normal,2
Normal,1
Multi-lang,190
Normal,177
Normal,1
Normal,26
Normal,1
Normal,5
Normal,412
Multi-lang,148
Normal,2
Normal,1
Multi-lang,105
Normal,36
Normal,47
Normal,1
Normal,46
Multi-lang,33
Normal,6
Normal,5
Normal,1
Normal,11
Multi-lang,4
Normal,4
Multi-lang,67
Multi-lang,50
Normal,14
Normal,1
Multi-lang,59
Normal,18
Normal,1
Multi-lang,42
Normal,1
Normal,1
Multi-lang,273
Normal,7
Normal,1
Normal,1
Normal,2
Normal,1
Normal,1
Normal,2
Normal,2
Normal,2
Normal,1
Normal,3
Normal,5
Normal,1
Normal,1
Normal,0
Normal,1
Normal,5
Normal,1
Normal,92
Normal,4
Normal,9
Multi-lang,95
Normal,1
Normal,1
Normal,2
Normal,201
Multi-lang,27
Multi-lang,20
Normal,1
Multi-lang,86
Normal,18
Multi-lang,115
Normal,7
Normal,0
Normal,1
Normal,14
Normal,5
Normal,4
Normal,14
Normal,1
Normal,2
Normal,1
Normal,1
Normal,1
Normal,1
Normal,3
Normal,99
Normal,11
Multi-lang,2
Multi-lang,42
Normal,1
Normal,1
Normal,2
Normal,2
Normal,1
Normal,2
Normal,6
Normal,10
Normal,14
Normal,1
Normal,4
Normal,1
Normal,3
Normal,3
Normal,3
Multi-lang,2
Multi-lang,33
Normal,107
Normal,109
Normal,1
Normal,1
Normal,2
Normal,1
Normal,1
Multi-lang,82
Normal,27
Normal,26
Normal,26
Normal,1
Normal,1
Normal,1
Multi-lang,5
Multi-lang,5
Multi-lang,22
Normal,3
Normal,3
Normal,18
Multi-lang,16
Normal,2
Normal,20
Normal,8
Normal,13
Multi-lang,108
Normal,20
Normal,2
Normal,4
Normal,1
Multi-lang,11
Multi-lang,33
Multi-lang,59
Normal,10
Multi-lang,293
Normal,186
Normal,3
Normal,9
Normal,190
Normal,1
Normal,6
Normal,11
Multi-lang,9
Normal,7
Multi-lang,164
Normal,81
Normal,1
Normal,6
Multi-lang,35
Normal,10
Multi-lang,40
Normal,6
Multi-lang,60
Normal,7
Normal,22
Multi-lang,25
Multi-lang,143
Normal,1
Multi-lang,130
Normal,5
Multi-lang,25
Multi-lang,8
Normal,53
Multi-lang,56
Multi-lang,2
Normal,35
Normal,35
Multi-lang,22
Multi-lang,100
Normal,1
Multi-lang,24
Multi-lang,12
Multi-lang,122
Normal,2
Normal,1
Normal,4
Normal,1
Normal,1
Normal,1
Normal,1
Normal,4
Multi-lang,7
Multi-lang,25
Multi-lang,17
Normal,263
Normal,4
Normal,1
Normal,1
Normal,16
Normal,5
Normal,12
Normal,11
Multi-lang,23
Multi-lang,91
Multi-lang,17
Multi-lang,51
Normal,8
Multi-lang,28
Multi-lang,4
Multi-lang,123
Multi-lang,16
Multi-lang,11
Multi-lang,24
Normal,1
Multi-lang,201
Multi-lang,180
Multi-lang,6
Multi-lang,9
Multi-lang,66
Normal,2
Multi-lang,48
Normal,1
Normal,1
Normal,1
Normal,1
Multi-lang,104
Multi-lang,10
Normal,8
Multi-lang,29
Multi-lang,39
Multi-lang,99
Normal,8
Normal,5
Multi-lang,29
Normal,3
Multi-lang,139
Multi-lang,25
Multi-lang,54
Normal,78
Normal,78
Normal,1
Multi-lang,70
Normal,2
Multi-lang,5
Normal,908
Normal,909
Normal,21
Normal,3
Multi-lang,5
Multi-lang,5
Normal,4
Normal,1
Multi-lang,6
Normal,22
Normal,1
Normal,10
Normal,39
Normal,5
Normal,2
Multi-lang,2
Normal,2
Multi-lang,2
Normal,1
Multi-lang,3
Multi-lang,2
Multi-lang,2
Normal,2
Normal,1
Normal,1
Multi-lang,9
Multi-lang,7
Multi-lang,10
Normal,99
Multi-lang,47
Multi-lang,7
Normal,3
Multi-lang,46
Multi-lang,5
Multi-lang,59
Multi-lang,52
Normal,46
Multi-lang,22
Multi-lang,2
Multi-lang,22
Normal,15
Normal,14
Normal,839
Normal,19
Normal,1
Normal,1
Normal,1
Normal,8
Normal,3
Normal,30
Multi-lang,6
Multi-lang,9
Multi-lang,14
Multi-lang,14
Multi-lang,108
Multi-lang,4
Multi-lang,66
Multi-lang,63
Normal,32
Multi-lang,3
Multi-lang,29
Normal,2
Normal,2
Multi-lang,8
Multi-lang,8
Normal,6
Normal,3
Multi-lang,22
Multi-lang,46
Normal,8
Multi-lang,5
Normal,2
Multi-lang,3
Multi-lang,7
Multi-lang,3
Multi-lang,26
Normal,51
Multi-lang,19
Multi-lang,32
Normal,4
Normal,4
Normal,4
Multi-lang,4
Normal,20
Normal,5
Multi-lang,21
Normal,1
Normal,12
Normal,4
Multi-lang,8
Normal,2
Normal,2
Normal,1
Normal,11
Multi-lang,6
Multi-lang,150
Multi-lang,3
Normal,17
Normal,2
Normal,4
Normal,18
Normal,1
Normal,16
Normal,4
Multi-lang,694
Multi-lang,685
Normal,2
Normal,1
Multi-lang,5
Normal,1
Multi-lang,16
Multi-lang,11
Multi-lang,53
Normal,6
Normal,7
Multi-lang,19
Multi-lang,55
Normal,2
Normal,1
Normal,1
Normal,472
Normal,472
Normal,7
Multi-lang,119
Multi-lang,86
Normal,1
Multi-lang,18
Multi-lang,101
Normal,1
Normal,1
Normal,1
Normal,230
Normal,1
Normal,8
Normal,11
Normal,10
Normal,638
Normal,2
Normal,1
Normal,8
Normal,1
Multi-lang,14
Multi-lang,22
Multi-lang,28
Normal,10
Multi-lang,16
Multi-lang,13
Normal,1
Multi-lang,17
Normal,13
Multi-lang,82
Normal,64
Normal,1
Multi-lang,62
Multi-lang,49
Normal,2
Normal,6
Multi-lang,45
Normal,2
Normal,1
Normal,14
Multi-lang,43
Normal,2
Multi-lang,51
Multi-lang,78
Normal,1
Normal,147
Normal,147
Multi-lang,4
Multi-lang,285
Multi-lang,67
Normal,13
Normal,4
Multi-lang,7
Multi-lang,37
Multi-lang,44
Normal,127
Multi-lang,143
Normal,225
Normal,2
Multi-lang,11
Normal,1
Normal,1
Normal,13
Normal,207
Normal,5
Normal,1
Normal,3
Normal,207
Normal,2
Multi-lang,9
Normal,1
Normal,2
Multi-lang,85
Normal,87
Normal,86
Multi-lang,17
Multi-lang,74
Normal,1
Normal,1
Normal,4
Normal,55
Normal,135
Normal,12
Normal,1
Multi-lang,34
Normal,5
Normal,2
Normal,91
Multi-lang,7
Multi-lang,47
Normal,2
Normal,1
Normal,14
Normal,13
Multi-lang,54
Normal,1
Normal,1
Normal,1
Normal,1
Multi-lang,12
Normal,11
Normal,11
Normal,1
Multi-lang,32
Normal,9
Normal,1
Normal,1
Multi-lang,128
Normal,345
Multi-lang,10
Multi-lang,337
Normal,1
Normal,1
Normal,2
Multi-lang,39
Normal,1
Normal,3
Normal,1
Multi-lang,16
Multi-lang,5
Multi-lang,64
Normal,1
Normal,1
Normal,2
Normal,2
Multi-lang,28
Multi-lang,62
Normal,1
Normal,3
Normal,3
Normal,2
Normal,3
Normal,2
Normal,3
Normal,1
Normal,4
Multi-lang,41
Multi-lang,324
Multi-lang,26
Multi-lang,50
Multi-lang,9
Normal,39
Normal,1
Normal,7
Normal,36
Multi-lang,29
Normal,2
Normal,2
Normal,1
Multi-lang,17
Normal,2
Normal,8
Multi-lang,20
Multi-lang,17
Multi-lang,39
Normal,1
Normal,1
Normal,3
Multi-lang,325
Normal,6
Normal,319
Multi-lang,31
Normal,3
Multi-lang,3
Normal,2
Multi-lang,7
Normal,3
Multi-lang,22
Normal,6
Normal,5
Multi-lang,16
Multi-lang,13
Multi-lang,87
Multi-lang,17
Multi-lang,62
Multi-lang,3
Multi-lang,7
Multi-lang,40
Normal,2
Multi-lang,13
Normal,4
Multi-lang,79
Multi-lang,63
Multi-lang,18
Multi-lang,40
Multi-lang,15
Multi-lang,13
Multi-lang,58
Normal,12
Normal,1
Multi-lang,5
Multi-lang,11
Multi-lang,10
Normal,6
Normal,28
Multi-lang,12
Normal,9
Normal,8
Normal,4
Multi-lang,48
Normal,1
Normal,2
Multi-lang,31
Multi-lang,130
Normal,4
Multi-lang,23
Normal,1
Multi-lang,50
Normal,12
Multi-lang,10
Normal,31
Normal,1
Multi-lang,40
Multi-lang,37
Multi-lang,190
Multi-lang,9
Normal,16
Multi-lang,14
Normal,46
Multi-lang,76
Normal,1
Normal,11
Normal,2
Multi-lang,32
Normal,0
Normal,1
Normal,2
Multi-lang,61
Multi-lang,64
Multi-lang,9
Normal,4
Multi-lang,89
Normal,1
Normal,1
Normal,3
Multi-lang,12
Multi-lang,44
Normal,33
Multi-lang,4
Multi-lang,26
Multi-lang,66
Multi-lang,15
Multi-lang,82
Multi-lang,229
Normal,4
Multi-lang,181
Multi-lang,47
Multi-lang,17
Normal,4
Normal,2
Normal,6
Multi-lang,12
Normal,1
Normal,1
Normal,4
Normal,2
Multi-lang,91
Multi-lang,50
Multi-lang,13
Multi-lang,13
Normal,1
Normal,2
Normal,26
Multi-lang,35
Normal,1
Multi-lang,9
Normal,6
Multi-lang,17
Multi-lang,40
Normal,16
Normal,11
Normal,4
Multi-lang,8
Normal,11
Normal,2
Multi-lang,14
Multi-lang,3
Multi-lang,10
Multi-lang,42
Normal,3
Normal,1
Multi-lang,15
Normal,4
Multi-lang,13
Normal,1
Normal,1
Normal,1
Multi-lang,9
Normal,51
Normal,1
Normal,2
Normal,3
Multi-lang,615
Normal,1
Normal,2
Normal,1
Normal,1
Normal,3
Normal,3
Normal,1
Normal,1
Normal,1
Normal,7
Normal,5
Normal,1
Normal,1
Normal,1
Normal,1
Normal,1
Normal,6
